77. B2k3-ckry4eijknty5-eknq6in78/S012ace3cnqy4ijnry5cnqry6-ce7c
78. B2in3aiq4cijtz5ceij6ack7c8/S01e2ik3aijy4jkw5-acq6ck7e8
79. B2kn3aijn4acjqtw5einqy6ik7c8/S2ack3-ij4cknrtw5cijr6e7c
80. B2c3-cer4jnwz5aekn6-ce7e/S2c3-ckqr4-ejrwz5eijnq6cn8
81. B2ck3aiknr4aiknqtw5eijqr6ac7e/S2cin3aknqy4cijtwyz5acej6-ik7c8
82. B2ce3-cjnq4-cijqz5-aejn6i7c8/S01e2cn3aeiry4acjnqwz5aijny6cek7c
83. B2cen3-acq4ntwz5acejq6-ik7/S01c2kn3-qry4-aijtw5-eijq6ai7c8
84. B2-an3-knq4aciknt5eijry6aci8/S12ck3-ckqy4eknqrw5einq6aik7e8
85. B2e3-nq4-aekt5aenry6-i8/S1e2ck3acekq4aijkqwy5-aqr6ac8
86. B2cei3-knqy4cjkyz5-j6k7c/S2ack3jknqr4ajnrt5jknry6-an7c8
87. B2cei3aeky4-enty5acijr6-k7e8/S012ikn3anqr4-ajkz5cjkn6-ac78
88. B2cek3eky4-ikr5acjky6-in8/S2-ae3iny4acenwyz5-eiqy6-ae7c8
89. B2ei3-ckr4jknrtwy5ceikr7e/S1e2e3-cin4-aejqw5-aqr6acn
90. B3aijkq4-cnrt5nqr6-k78/S023acenq4ijqtwz5-ein6ace7c8
91. B2-ac3-cknq4eijky5cenry68/S01c2cei3jknq4jkqrtz5ckq6in
92. B2ci3-jqry4aijkrwz5aceik6ekn8/S02-ck3-cijk4-cjnr5-ijky6ei7c8
93. B3-ekr4aeqrtwz5-eikq6-i7c/S01e2a3-ack4aijtz5aijqy6-ac
94. B2c3-jnqy4ckqwyz5cenq6cei7/S1e2-ik3aejkq4-kyz5-ejnr6-kn
95. B2-ae3-jn4cjkqrtz5-ae6-cn8/S01e2ein3aejny4inrwy5ijqry6-i8
96. B2c3aekry4-ejqty5acij6-ce7c/S012cen3anqr4ceiqrt5-akq6ac7
97. B2k3-cenr4cikrtw5ajny6ae8/S1c2i3-cjk4aeijnz5-ary6-ei7c
98. B2-ak3acnqy4ajw5-ky6aei7e/S12-c3ejkny4-n5cijq6-cn
99. B2-ak3-ajny4-aekrt5ackr6ack7c/S3-ae4-ejnrw5cjq6aek78
100. B2ein3-cnqr4inrwyz5eiy6ain/S01c2e3-aejr4-ijnw5acek6cei8
